userName,content,score,at,appVersion
pero meksen,"Pulsa saya tidak masuk..di aplikasi DANA sudah berhasil, tapi tidak ad pulsa masuk. Myim3 sama DANA sama aja. Ga bisa dipercaya, kuota makin hari makin mahal. Semenjak Indosat di jual ke China, direktur China semakin pelit ke pelanggan",1,2024-01-28 16:59:45,
Selvia Katili,baik,4,2024-01-28 16:57:44,81.13.0
Komang T,tingkatkan sped,5,2024-01-28 16:46:17,82.0.2
Lord Xonan (Xonan),"Tolong jaringan im3 diperluas min, susah bgt sinyalnya",3,2024-01-28 16:43:57,81.15.0
Bagas Pamungkas,harga paket makin mahal sinyal tambah buruk mending balik lagi ke jaringan sebelah ketimbang pakai im3 sinyal sangat buruk,1,2024-01-28 16:38:22,
Jafar Bora70,sangat bermanfaat buat sy,5,2024-01-28 16:38:07,82.0.5
fathul ahyar,Apk ngento.t asu,1,2024-01-28 16:34:28,82.0.5
Taufik Linggau,Sekarang sinyal im3 suka gk jelas lelet parah,1,2024-01-28 16:34:22,
Fiyansah Aris,sangat baikkk,5,2024-01-28 16:33:33,
Yasa Sukarna,bgus,1,2024-01-28 16:31:22,
Cupang Aduan,Ebat,5,2024-01-28 16:19:15,82.0.5
indri hambali,ada apa sih dirimu suka eror sendiri jaringannya jika penting banget sekali gada sinyal bisa seharian kadang 4 jam bisa ada apa sebenarnya,1,2024-01-28 16:18:29,82.0.5
Fransiskus loren,puas,5,2024-01-28 16:17:13,
Siti Hadiyatul,"Ini sinyal indosat lagi gangguan apa gmna sihh lemot banget, tolong dong perbaiki sinyal untuk area Tangerang kabupaten",1,2024-01-28 16:15:23,82.0.5
Adam Malik,"Makin lama jaringan makin burik dan kacau parah kalau ada gangguan harian gak ada pemberitahuan, ini internet atau PLN kalau mati lampu jaringan jadi hilang atau susah, dan setiap mau ganti hari jaringan lag atau hilang kalai seperti ini saya mending ganti ke kartu sebelah, padahal saya tinggal di tengah kota jakarta",1,2024-01-28 16:13:56,82.0.2
Unyil Usro,Bagus,5,2024-01-28 16:10:29,
Maria Yuli,2 dulu jika baik.akn tmbh lgi,2,2024-01-28 16:10:22,82.0.5
Hasanclanbetawi Condet,"Sinyal lemot,",1,2024-01-28 16:10:18,82.0.4
Jefry Vio,sangat membantu,5,2024-01-28 16:08:08,82.0.5
Dani A_aning,udh jalan 7 tahun pake indosat. Dan jaringan nya makin busuk aja Ini juga nihhh. Kemaren ada yg ngirim pulsa. Ehh disedot pula. Pake Pulsa Safe dong kaya Axis! Ini mah Baru internetan 1menit aja 1rb melayang. Padahal Kuota masih ada!,1,2024-01-28 16:08:07,82.0.2
jhun pb,bagus,4,2024-01-28 15:59:30,82.0.5
Kartia Kartia,bagus,3,2024-01-28 15:58:16,82.0.5
Inha Bria,𝘣𝘢𝘨𝘶𝘴,5,2024-01-28 15:56:26,82.0.2
Jarco Quest,sangat tidak rekomen sebagai provider,1,2024-01-28 15:56:01,
Ady Chandra,sangat baik,5,2024-01-28 15:53:27,82.0.5
Dicky Risaldi,tdk bagus jaringan ny,1,2024-01-28 15:48:03,82.0.5
Rifki Adikurniawan,sangat puas,5,2024-01-28 15:47:11,82.0.5
MUHAMMAD IQBAL,Sangat penting,5,2024-01-28 15:41:31,82.0.5
karmila sari,"Baru isi paket 12 GB, besoknya gangguan dan paketnya langsung hangus atau hilang",1,2024-01-28 15:37:03,
Agus Hariyanto,bagus sekali,5,2024-01-28 15:35:48,
Ina Maryati,bagus membantu,3,2024-01-28 15:32:56,82.0.5
Winda Yunanda,oke,5,2024-01-28 15:28:56,82.0.5
Diki Baban,ok,5,2024-01-28 15:23:00,82.0.5
Lambok Pasaribu,makin lama jaringan Indosat makin buruk,1,2024-01-28 15:22:33,82.0.5
nurika wati,bagus sih cuma kurang nyaman pake im3 itu pulsa nya gk bisa di kunci suka kecewa kalo ke sedot tiba tiba udah abis pulsanya gk kyk yg sebelah yg udah bisa di kunci pulsanya tanpa takut ke sedot,3,2024-01-28 15:20:50,82.0.4
Kushanku Kayazoryu,Ampas,1,2024-01-28 15:20:11,
Ban Drek,Kartu im3 sangat-sangat murah dan bayak Bonus Gratis lain nya,5,2024-01-28 15:18:13,81.4.0
PAHRUDIN NDING,😍,4,2024-01-28 15:16:56,
Dkyoo,"udah 3 hari sinyal ilang ilangan ,harga doang paling mahal tapi layanan paling buruk",1,2024-01-28 15:16:54,82.0.2
Ikah Bugis,Good Job,5,2024-01-28 15:15:54,82.0.5
Moch Saiful,ok,5,2024-01-28 15:14:42,82.0.5
Ngarifah Ipah,Gangguan terus aja dah,2,2024-01-28 15:10:26,81.16.0
Apeng Projects,Pulsa sering kepotong sendiri ga jelas.,1,2024-01-28 15:10:14,82.0.4
Retnoagus setiawan,bagus,5,2024-01-28 15:02:47,82.0.5
Baron alvonso,Layanan buruk ga ada perbaikan sinyal lokasi.. dikota aja jelek gimana di gunung.. adeuhh ga rekomdasi,1,2024-01-28 14:58:48,82.0.4
Nathan O'Conner,Sinyal makin jelek malah makin mahal kocak,1,2024-01-28 14:57:44,82.0.2
Abdul Basit,MyIM3 KNP KO PULSA sya ko tiba2 ke.potong aneh kan gx kaya.myIM3 2023 tu yang bagus ni si jelek,2,2024-01-28 14:54:12,82.0.3
Rian Herliana,Jaringannya jelek IM3 kami pro player mobile legend tidak bisa jokiin akun org saya kasih bintang 1..jaringan sampah beban masyarakat sekitar,1,2024-01-28 14:53:17,v67.5
Gerbox Dronton,paket ngelek bet mana jangka waktu panjang lagi eeee,1,2024-01-28 14:52:51,81.16.0
alex Ngarang,😅,5,2024-01-28 14:51:18,82.0.5
Papa Muda,"Mohon di perbaiki untuk jaringan, makin hari makin parah jaringannya.",1,2024-01-28 14:49:03,
Muhammad miistar Mistar,Bagus,5,2024-01-28 14:47:58,82.0.5
Sho Sweet,"Mohon jaringan nya di perbaiki lagi karena masih ada kendala jika terjadi mati lampu atau hujan jaringan suka tiba tiba hilang, tetapi fitur fitur lainnya sdh bagus hanya masalah jaringan dan ketika ad pulsa dan Kouta Masi nyala tiba tiba pulsa tekurang dengan sendirinya .",3,2024-01-28 14:46:26,
Asha Marchia,indosat is the best😍,4,2024-01-28 14:43:57,82.0.3
akun contoh,Jaringan sering hilang,1,2024-01-28 14:38:15,
Muhammad Ramdhan Saepul hilal,sinyal di hp gw bagus tapi kadang gangguan,3,2024-01-28 14:34:41,82.0.3
Lilik Cakep,Sinyal jelek dimana² jelek. Geser dikit hilang sinyal. Pindah tempat hilang sinyal. Apa lagi waktu hujan atau mati lampu. Pasti putus tuh sinyal. Mau sampe kapan kayak gini terus. Sebagai pengguna lama saya terasa sangat dan sangat kecewa dengan layanan anda berikan kepada konsumen yang membuat perusahaan ada semakin besar. Tapi kualitas layanan yang anda berikan nol besar.,1,2024-01-28 14:34:32,81.13.0
Bimo Yudanto,Coba benerin dlu sinyal itu ngapa lemot bener,1,2024-01-28 14:30:18,
Lord Akbar,"Kartu bosok jaringan ngelag padahal bar penuh+4G, apalagi mati lampu sama hujan suka ilang bak ditelan bumi",1,2024-01-28 14:29:44,
Fachry Rosyadi,Jaringan Indosat makin jelek kadang jaringannya E padahal ditempat yang sama. Ditempat itu tadinya sinyalnya 4G gak lag. Sekarang malah biasanya jumping kadang lag kadang gak,1,2024-01-28 14:27:08,82.0.5
Exy Gaming,Boros pulsa woyy,1,2024-01-28 14:23:00,
Edianto Octama,"Indosat adalah provider yang paling buruk diantara provider lain, harga paket nya pun mahal mahal. Gak rekomendet menggunakan provider ini, untuk yang baca ini segera beralih ke provider yang lebih bagus kualitas nya",1,2024-01-28 14:22:31,
Ivan Fauzi,Sinyal gajelas gangguan trs,1,2024-01-28 14:21:33,82.0.2
agisprib,"aplikasi nya si bagus tpi sering ada kendala jaringan hilang/ngeleg secara tiba"" padahal sinyal bagus,terus setiap mau buka aplikasi nya sering lemot/gangguan padahal sinyal udah bagus,tolong segera di perbaiki agar kedepannya semakin baik,mohon maaf kalau ada perkataan saya yang menyakitkan🙏😊",2,2024-01-28 14:21:22,
Hd _________9,👍🏻,5,2024-01-28 14:19:14,82.0.5
IDABAGUSARI WIRANTIKA,baru isi kuota..ludes.. gak jelas,1,2024-01-28 14:18:01,82.0.3
reza afdal dinilhak,"Jaringannya makin lemott semenjak tgl 26/01/24, leeeeeee let pak",2,2024-01-28 14:17:57,81.14.2
Free Fire,DASAR IBLISSSS KAU JAHANAMM!!!,1,2024-01-28 14:15:47,
Siti Rohmah,jaringan m3 dari dulu selalu lemot.. saya m3 cuman pake no wa aja..,3,2024-01-28 14:15:37,82.0.5
Dewi Wijayanti,"Sebenarnya saya sangat menyukai im3, tapi ketika ingin masuk aplikasi ooredoo selalu saja notifnya gangguan.. Padahal sudah diupdate... Sinyal juga kurang kuat di beberapa titik, padahal masih dalam kawasan pemukiman",2,2024-01-28 14:15:23,
Pengguna Google,Paketan semakin MAHAL sinyal semakin SUSAH iNdosat oohh iNdosat 🙄🤦‍♀️ Apa Benar mau bangkrut kah indosat ini sinyalnya sangat sulit d pakek internet boskuuuuu.. hadeeeeeeehh 🤦‍♀️ JARINGAN INTERNETNYA SEMAKIN LAMA SEMAKIN HANCUUUURR LEMOT BIN LAMBAT BANGET KAYAK KURA..KURA.. ... !!!,1,2024-01-28 14:14:21,81.16.0
Firdaus angrah fajar Al miqdam,Jaringan full. Kuota 100 gb. Leg mulu knpa? Gangguan trossss.,1,2024-01-28 14:13:42,
Marni Murni,of the beast lah,5,2024-01-28 14:11:38,82.0.5
Abduloh (AGThunders),"Saya sampaikan keluahan saya lewat live whastapp malah bertanya ""apakah masih terhubung?"" dan bertanya seperti itu terus padahal saya sudah sampaikan semua keluhan saya tetapi masih bertanya ""apakah masih terhubung?"", keluhan saya tidak ditanggapi dan capek2 ngebalas cs nya tapi tetap saja nanya seperti itu terus. Gila kali CS kayak robot walaupun live chat via whatsapp.",2,2024-01-28 14:10:13,
アグス,Apa lah m3 ni baru isi pulsa mo isi paket malah kesedot sebelum di isi dah tu makin lama makin mahal lagi,1,2024-01-28 14:10:03,81.4.0
Epi Ana,sangat bagus,5,2024-01-28 14:09:31,82.0.2
Ruma Sutisna,sampai saat ini masih baik,5,2024-01-28 14:08:48,82.0.2
Sagara Sasuke,"Woy bangke,,,gue beli paket mahal,,tapi jaringan data internet error mulu,,,MENDING PAKE TELKOMSEL.",1,2024-01-28 14:07:36,82.0.4
bagus Budi,hahahahaah 🌟🌟🌟🌟🌟 wkwkwkwkwkwkw baiwan ff yu,5,2024-01-28 14:04:21,82.0.5
Yan,"Lag parah cok, padahal tower deket",1,2024-01-28 14:02:28,82.0.5
Selvia Mirandi,bagus,5,2024-01-28 14:01:43,81.16.0
Gatot Bayu aji,Bagus sekali,5,2024-01-28 14:00:48,
ONAL123 ONAL,✌️🥶,5,2024-01-28 13:59:07,
Idrus Anting,OTW UINSTAL . SINYAL KEK PEPEK HARGA KOUTA PADA MAHAL . KECEWA BERAT UDAH 10THN PAKE INDOGOG MENCOBA DI SABARI TTG SINYAL MALAH TAMBAH PARAGH,1,2024-01-28 13:58:00,
Abdul Kholik,"All Out ganti pake kartu lain, bahaya ini kartu indosat sering merugikan pengguna. Mau internet ataupu telpon makin parah jaringannya.",1,2024-01-28 13:56:52,82.0.2
Muhammad Rizqi,Hedehhh sakit trus sinyal capek banget kalo gini truss,1,2024-01-28 13:56:04,81.16.0
Zaenal Aripin,"Apalah ni jaringan gajelas sering banget lemot dan hilang tiba²,ganggu banget anjim",1,2024-01-28 13:54:04,81.16.0
Jhon Yunuz grabbek,Sinyal terburuk yg pernah saya pake parah pisan,1,2024-01-28 13:52:23,82.0.5
Agunara Coc,Sinyal paling buruk si seluruh Indonesia,1,2024-01-28 13:50:59,
Asep Jimi,sangat luar biasa mylm3 tidak sia sia pilih kartu ini terutama nya banyak promo yg sangat mengiurkan ayo kawan pakai mylm3,5,2024-01-28 13:50:47,82.0.5
Aan Kurniawan,"Ya ampun. Ini siyal M3 GK ada kemajuan,hujan dikit gangguan ,perbaiki lahhh",1,2024-01-28 13:49:57,82.0.3
Nanang Faizal,makin mahal paketan nya :D,1,2024-01-28 13:45:57,81.16.0
Riski Maulana Yusuf,sangan bagus apalagi kalo di kasih kuota gratis haha,5,2024-01-28 13:44:22,82.0.5
BKH Chanel,Im3 Lemot,1,2024-01-28 13:42:45,
Nurkeilah,akhirnya bisa beneran tuker poin,5,2024-01-28 13:41:41,81.16.0
Ronaldo 7,Kartu macam apa ini?! jaringan sering terjadi gangguan terus ga jelass!!,1,2024-01-28 13:38:53,82.0.2
Achmad Bani,"mengecewakan , sudah 1 bulan koneski dan sinyal tidak ada khususnya kawasan banyumanik dan tidak ada konfirmasi serta info yang jelas setiap kali ajukan keluhan , saya merasa sangat dirugikan karena tidak ada info sama sekali kapan bisa teratasi",1,2024-01-28 13:37:05,
Al inzhiyar Fathur Ammar,makin mahal bukan nya bagus malah nambah jelek jaringannya.,1,2024-01-28 13:36:16,82.0.2
Earlita Marvelia,Sekarang jaringannya gangguan parah padahal sinyal penuh,1,2024-01-28 13:34:35,82.0.2
Mr. copyright,Mending telkomsel,1,2024-01-28 13:24:09,82.0.5
Galih Akbar,saya suka,5,2024-01-28 13:23:58,82.0.5
Hunafa Andini,memudahkan pengecekkan data,5,2024-01-28 13:23:07,82.0.5
Irma Yanti,sangat bagus,5,2024-01-28 13:21:53,82.0.5
Olivia Via,sangat membantu,5,2024-01-28 13:21:34,81.16.0
zuwaini nik,Gak bisa dibuka,1,2024-01-28 13:12:58,82.0.5
Muhammad Ilham nasution,Kenapa jaringan im3 tidak stabil setiap hari makin hari makin kacau aja,1,2024-01-28 13:07:38,81.16.0
Achil xkamray,apk nya bagus sangat ramah apa lagi kalau sering ada gratisan pasti lebih bagus😁,5,2024-01-28 13:05:01,82.0.5
gatut sapto,"Tolong min Jaringan mu diperbaiki sering ERROR TERUS,,, data aktif tapi gk bs dipakai mulai kemarin sampai sekarang tiap beberapa menit jaringan hilang,,, ada apa ini min ❓ Kenapa lagi ni Indosat sinyalnya hilang.. Tolong diperbaiki min 28 Januari 2024",1,2024-01-28 13:02:41,82.0.3
Lisfitria1710 mumtaz,oke,4,2024-01-28 13:01:37,82.0.2
Hanson Philip,Jaringan akhir akhir ini sering gangguan,1,2024-01-28 13:01:29,81.8.0
Kina Sakina,mantap aku suka banget dengan My im3,5,2024-01-28 13:00:29,
Iip Muhammad,sya ksh bintang 3 dlu spanya baru pake,3,2024-01-28 12:56:31,82.0.5
Puji Mustaqim,bagus,5,2024-01-28 12:53:17,82.0.5
Yanto Rep,Woy jaringan nya knp jlek trus anj,1,2024-01-28 12:49:23,
Farhan Maulana,"Parah bener, ada gangguan jaringan tanpa ada nya pemberitahuan, setelah selesai gangguan paket data saya hilang 14gb tanpa ada nya pemberitahuan. Mohon dipikir pikir lagi untuk yang mau pake indosat, takut nanti paket data anda yang dicuri",1,2024-01-28 12:46:48,82.0.2
"Syamsul Arifin, M.Pd.",Saya sudah berlangganan lebih 10 tahun. Tapi signal Indosat semakin tidak bagus. Saya di Malang kota signal hanya satu tepatnya di Bumiayu Kota Malang,1,2024-01-28 12:43:33,82.0.4
khairun hanannu,"Blm beli data,kok pulsaku terpotong ?",1,2024-01-28 12:43:11,82.0.4
Ibrahim Arma,sangat bagus,5,2024-01-28 12:40:54,82.0.5
baden bj,"Jaringan nya ampun lemot banget,,harga paketan mahal jaringan lemot sudah saat nya mencoba pake telkomsel kaya nya lebih top",1,2024-01-28 12:40:10,82.0.2
dedy jr77,"Sinyal busuk, operator sampah",1,2024-01-28 12:39:30,82.0.3
Kasal Project,Nyari freedom internet yg 125rb 100gb jdi tdk ada ya sekarang??? Sekarang jdi 150rb mantap ga nanggung naiknya. [edit] sekarang tgl 28/01/24 jdi naik lagi 160 rbu👏👏👏,1,2024-01-28 12:39:19,82.0.2
Vanesa Adelya putri,bagus,5,2024-01-28 12:39:06,82.0.5
Yuda P.w,bagus,5,2024-01-28 12:31:25,81.16.0
Oppo a1k Oppo a1k,terima kasih telah mambatu lebih banyak pengetahuan,5,2024-01-28 12:27:15,82.0.5
Tamasi Manurung,"Kuotanya emang murah. Tapi cepat kesedot Saya cuman make hp dri jam 3 sore sampai jam 10 malam Itupun ga nonstop. Hanya pake buat Wa sama IG itupun cuman chatingan. Kalaupun nonton reels itu cuman sebentar sebentar saja. Tpi penggunaan paket perharinya selalu diatas 2GB, padahal kalo menurut saya, dri cara saya make data. Harusnya 1GB aja ga habis sih",1,2024-01-28 12:26:05,82.0.3
RAGAM VIDEO,"Dan lagi lagi selalu saja jaringan error' ,macam siput nih lama2 Indosat",1,2024-01-28 12:24:56,81.16.0
muhammad syaefudin,"Indosat makin k sini makin jelek, kuota makin mahal jaringan makin jelek butut",1,2024-01-28 12:23:49,
Uro Military Store,jaringan leg terus. tiap hari tiap waktu... ... maunya apa... di biarin aja gituh... gk ngaruh beli paket mahal juga...,1,2024-01-28 12:23:41,82.0.5
Riyan Gunawan,suatu aplikasi yang bagus,5,2024-01-28 12:23:33,82.0.5
Putra Oktober,bagus,5,2024-01-28 12:23:03,82.0.4
Salawati,bagus aku suka karna banyak gratis nya dan murah jugak,5,2024-01-28 12:22:02,82.0.5
Orie Black,Sangat senang menggunakan Indosat ini... Semoga sinyal dan jaringan nya dapat terus lebih meningkat bagus... good like Indosat,5,2024-01-28 12:15:55,81.4.0
Prilly Pasaribu,Jaringan 1m3 itu dari dulu gk jelas lemot bikin kesal mau banting hp... Apalagi kalo main game bikin naik darah Mkanya ke provider lain aja.. Gk ada perubahan dari dulu Klo dilapor ke cs selalu jawaban maaf lagi perbaikan atau kita lagi ada kendala dari 3 tahun yg lalu smpai sekarang perbaikan terus.. Babbbi lah,1,2024-01-28 12:13:47,82.0.2
AWAL UDIN,Bravo,5,2024-01-28 12:12:00,81.16.0
muhammad baehaqi,"Mohon maaf bintang saya turunkan Habis mau faketin obrol sudah lama, gagal terus Antara menu yang muncul di my im3 terutama faket obrol tidak sesuai",1,2024-01-28 12:11:52,82.0.5
Nadiatul Hikmah,"Maaf sebelumnya, saya mau complain. Pulsa saya telah di isi sebesar 30k, pada tanggal 25 januari 2024. Tanggal 26 dan 27, saya cek pulsanya masih 30k. Kenapa , pada tanggal 28 januari 2024 justru pulsa saya berkurang dengan sendirinya menjadi 28,600. Padahal, saya mau beli paket, malah berkurang dengan sendirinya. Saya cek di riwayat transaksi, pesan, dan telpon, tidak ada riwayat pemakaian. Tolong dong pihak m3, kembaliin. Ya emang nggak seberapa, tapi tolong balikin. Atau beri penjelasan.",1,2024-01-28 12:09:41,81.16.0
Reivan,mantap,5,2024-01-28 12:09:33,82.0.3
Sofyan Adam,Jaringan paling buruk. Jelek bgt ga ada bagus2nya,1,2024-01-28 12:08:33,82.0.3
Sabrina Zahra Liani,sinyal ilang mulu,1,2024-01-28 12:08:07,
Ozora Prime,Akhir akhir ini jadi ngelag,2,2024-01-28 12:07:45,
Ali Imron,Jaringan nya makin parah lelet,1,2024-01-28 12:07:42,82.0.3
githa pundarika,Sumpah aplikasi jlk dan jengkelin banget,1,2024-01-28 12:04:45,81.16.0
Rich3sa A,Sinyal ilang2 mlu udah gtu harganya makin mahal2 lg jgn sampe gw buang nih nomor indosat ganti ke kartu lain nih,1,2024-01-28 12:03:22,81.7.0
Dwie Heru,nice,5,2024-01-28 12:01:38,81.10.1
raden guntur,jaringan lemot banget heran,1,2024-01-28 12:01:25,82.0.5
Rudy Granetha,JARINGAN LELET MACAM T4I,1,2024-01-28 11:58:55,82.0.3
Aldi zavarudin Aldi,Jaringan Indosat,3,2024-01-28 11:56:40,82.0.4
Amir Oppo,pengen dapet gratisan setiap minggu,5,2024-01-28 11:56:14,82.0.5
RoBhy Joe (_chapoenk),OTP tdk pernah masuk kepesan masuk itu kenapa ya??,2,2024-01-28 11:53:36,82.0.5
Feryy Maryam,Ok,5,2024-01-28 11:49:11,81.13.0
Anton Saputra,Aplikasi ribet,1,2024-01-28 11:48:04,
Sayang Kamu,mantaaaf/ sangat joos,3,2024-01-28 11:45:08,82.0.4
Septa Radnadia,sangat bagus,5,2024-01-28 11:44:42,82.0.2
Akio Renz,mau tri mau im3...tetap aja jaringan bobrok....,1,2024-01-28 11:42:41,
Yanto Supriatna,paket datanya jadi mahal,1,2024-01-28 11:37:00,81.16.0
Pepen Jr,"Sinyal nya makin jelek,kasih bintang 1 aja😭",5,2024-01-28 11:32:28,82.0.4
Sahat Sihite,Ok,5,2024-01-28 11:31:58,82.0.5
rahmat abdullah,minta pertanggung jawabannya saya udah beli kuota freedom fun apps tpi gk bisa digunakan internetan,1,2024-01-28 11:27:13,82.0.5
Rianissa Putri Anggari,"Kenaikan harga karena untuk perbaikan layanan katanya di bawah, tapi layanan sangat buruk sekali apalagi kemarin kemarin sinyal menghilang sampai saat ini, mending fix pindah sih.",1,2024-01-28 11:26:44,
Alfian Sah,"Dikit"" trobel dikit"" trobel 🐷",1,2024-01-28 11:25:59,
Yunita Indah,Sumpah kecewa bgt sama indosat ini. Masa mau beli boister 5gb harga 10k dari kemaren error mulu aneh bgt,1,2024-01-28 11:23:02,82.0.2
Iwan Kalibagor,kalau pas lg hujan sama mati lampu sinyal kurang bagus,4,2024-01-28 11:21:39,82.0.5
Srideti Ekaputri,Sering susah buka aplikasi & pulsa sering hilang,2,2024-01-28 11:19:56,
Rifki Pratama Rifki,"Dimohon diperbaiki masalah sinyal, karena saya masih punya paket data tetapi tidak bisa membuka apapun (wa, tiktok, dan bahkan my M3).Mohon segera diperbaiki, setelah diperbaiki saya akan merasa sangat berterimakasih.",2,2024-01-28 11:19:04,
Upits Karnudin,terimakasih indosat,4,2024-01-28 11:15:12,81.4.0
aal alifmansyah,"Pelayanan sangat buruk, saya komplain disuruh nunggu 1 x 24 jam, 3 x 24 jam, adminnya dichat belum semenit sementara ngebalas malah diclosing. Komplain soal data yang diterima tidak sesuai malah disuruh ikhlasin beli paket yang baru. Kacau nih Im3",1,2024-01-28 11:15:00,82.0.5
Arjuno Ireng Arjuno,ok,5,2024-01-28 11:13:22,82.0.5
Ultra Vio,"kenapa kok akhir"" ini suka susah sinyal tolong jawa",3,2024-01-28 11:12:54,
Barii Gilmour,lemot banget sekarang jaringan im3 jir,3,2024-01-28 11:12:44,82.0.5
Riski Riski jaya peratama,Mntap.im3,4,2024-01-28 11:10:41,81.13.0
vivofaza458 (Muhammad FazaRyanSyah),Good,5,2024-01-28 11:09:50,
Diana Cell,sangat puas,5,2024-01-28 11:07:40,82.0.5
nenk Sari,Sinyal kaya💩mana paket makin mahal👿😒,1,2024-01-28 11:07:16,81.3.2
Yanti Ifa,"Sekarang m3 setiap isi ulang kok gak dapat bonus kuota y dan koinpun gak nambah,padahal saya pelanggan lama.Apa memang sekarang begitu. Tapi kenapa dapat sms setiap pembelian pulsa dapat bonus kuota. Hem kecewa sih dg m3 yg sekarang ,,mana kuotanya sekarang muahallll😪kalo gini trus mending belii kuota di sebelah, banyak promo dan bonusny.",1,2024-01-28 11:02:03,
Nandi Maulana,baguss,5,2024-01-28 11:01:16,82.0.5
Angga Chandra,Baik,5,2024-01-28 10:58:44,
Elisa Juniar,"Jaringannya lemot, sinyal tiba2 hilang, pulsa tiba2 habis padahal gak pernah di pake2 apa2.",1,2024-01-28 10:55:38,82.0.2
Chastury Ternate,Jaringan semakin lama semakin lemot ngabisin kuota download lagu sudah mau selesai gagal,3,2024-01-28 10:51:24,82.0.5
Phian Waruwu,MANTAP!!!!!!!,4,2024-01-28 10:49:10,82.0.5
Rmdhnn13,"untuk indosat trimaksi tiba² w dikasi kuota gratis ya walaupun ga banyak² amat tapi berkat ituu w bisa kabarin pacarr w, MAKASII BANYAK BUAT INDOSAT🤗🤗",5,2024-01-28 10:46:58,
Iyur Iyur,bagus,5,2024-01-28 10:46:29,82.0.2
Muhammad Rifqi,kadang lalod,4,2024-01-28 10:43:48,81.11.0
Monroe Sauti,Mantap,5,2024-01-28 10:42:37,
Hari Bye,terimakasih kasih yaaa,5,2024-01-28 10:42:30,81.4.0
Sania Rifaniansyah,"dari awal punya hp sampai sekarang setiaaaa samaaa Indosat, soalnyaa jaringannya bagusss, sukaaa ada kuota tambahan pulaaaaa, tpi kekurangannya cuma 1 yaitu makin sini harga paketannya mahalllllll, ayo dong Indosat kasih harga yg wajar lagiii hhii. I LOVE YOU INDOSAT🤍🤍 Semoga ulasan akuu dibaca yaa!🤍🤍",5,2024-01-28 10:39:20,
Baharuddin Sabennu,mantap,5,2024-01-28 10:36:20,82.0.3
Putri Wahyuni,"Awal awal aja bagusnya, smpai rela ganti kartu dari Telkomsel ke IM3 eh makin lama di pake makin lemot parah udah paket internet nya dimahalin Trs gak ad hujan gak ad bencana apapun sinyal mendadak hilang gitu aja dan sering kejadian kayak gtu, khusus di kota Padang tolong diperhatikan lagi Harga paket di naikin tapi jaringan makin bodoh parah nyesel pindah ke IM3 sumpah",1,2024-01-28 10:33:59,82.0.2
